"","Sample tree ID","Species","Year","Site","Longitude","Latitude","Elevation (m)","Aspect (degrees)","Terrain slope (%)","Stem diameter (cm)","Age (years)","Ring width (mm)","Date collected (month/day/year)"
"4432","GNP0718121432SF","Abies lasiocarpa",2003,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,20.45,138,0.778,"7/18/12"
"4433","GNP0718121432SF","Abies lasiocarpa",2004,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,20.6,139,0.518,"7/18/12"
"4434","GNP0718121432SF","Abies lasiocarpa",2005,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,20.71,140,0.716,"7/18/12"
"4435","GNP0718121432SF","Abies lasiocarpa",2006,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,20.85,141,0.72,"7/18/12"
"4436","GNP0718121432SF","Abies lasiocarpa",2007,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,20.99,142,0.634,"7/18/12"
"4437","GNP0718121432SF","Abies lasiocarpa",2008,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,21.12,143,0.644,"7/18/12"
"4438","GNP0718121432SF","Abies lasiocarpa",2009,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,21.25,144,0.695,"7/18/12"
"4439","GNP0718121432SF","Abies lasiocarpa",2010,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,21.39,145,0.694,"7/18/12"
"4440","GNP0718121432SF","Abies lasiocarpa",2011,"Glacier National Park ",-113.6231044,48.64285583,1714,101,17,21.53,146,0.371,"7/18/12"
"4441","GNP0718121559SF","Abies lasiocarpa",1992,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,21.29,145,0.552,"7/18/12"
"4442","GNP0718121559SF","Abies lasiocarpa",1993,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,21.4,146,0.342,"7/18/12"
"4443","GNP0718121559SF","Abies lasiocarpa",1994,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,21.47,147,0.562,"7/18/12"
"4444","GNP0718121559SF","Abies lasiocarpa",1995,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,21.59,148,0.568,"7/18/12"
"4445","GNP0718121559SF","Abies lasiocarpa",1996,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,21.7,149,0.844,"7/18/12"
"4446","GNP0718121559SF","Abies lasiocarpa",1997,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,21.87,150,0.648,"7/18/12"
"4447","GNP0718121559SF","Abies lasiocarpa",1998,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22,151,0.73,"7/18/12"
"4448","GNP0718121559SF","Abies lasiocarpa",1999,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.14,152,0.258,"7/18/12"
"4449","GNP0718121559SF","Abies lasiocarpa",2000,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.19,153,0.183,"7/18/12"
"4450","GNP0718121559SF","Abies lasiocarpa",2001,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.23,154,0.243,"7/18/12"
"4451","GNP0718121559SF","Abies lasiocarpa",2002,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.28,155,0.244,"7/18/12"
"4452","GNP0718121559SF","Abies lasiocarpa",2003,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.33,156,0.226,"7/18/12"
"4453","GNP0718121559SF","Abies lasiocarpa",2004,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.37,157,0.146,"7/18/12"
"4454","GNP0718121559SF","Abies lasiocarpa",2005,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.4,158,0.256,"7/18/12"
"4455","GNP0718121559SF","Abies lasiocarpa",2006,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.45,159,0.153,"7/18/12"
"4456","GNP0718121559SF","Abies lasiocarpa",2007,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.49,160,0.323,"7/18/12"
"4457","GNP0718121559SF","Abies lasiocarpa",2008,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.55,161,0.184,"7/18/12"
"4458","GNP0718121559SF","Abies lasiocarpa",2009,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.59,162,0.162,"7/18/12"
"4459","GNP0718121559SF","Abies lasiocarpa",2010,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.62,163,0.161,"7/18/12"
"4460","GNP0718121559SF","Abies lasiocarpa",2011,"Glacier National Park ",-113.6196244,48.64303406,1739,236,20,22.65,164,0.243,"7/18/12"
"4521","GNP0719121437SF","Abies lasiocarpa",1992,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,30.75,167,0.944,"7/19/12"
"4522","GNP0719121437SF","Abies lasiocarpa",1993,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,30.94,168,0.872,"7/19/12"
"4523","GNP0719121437SF","Abies lasiocarpa",1994,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,31.11,169,1.251,"7/19/12"
"4524","GNP0719121437SF","Abies lasiocarpa",1995,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,31.36,170,0.857,"7/19/12"
"4525","GNP0719121437SF","Abies lasiocarpa",1996,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,31.53,171,1.103,"7/19/12"
"4526","GNP0719121437SF","Abies lasiocarpa",1997,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,31.75,172,0.995,"7/19/12"
"4527","GNP0719121437SF","Abies lasiocarpa",1998,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,31.95,173,1.128,"7/19/12"
"4528","GNP0719121437SF","Abies lasiocarpa",1999,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,32.18,174,0.725,"7/19/12"
"4529","GNP0719121437SF","Abies lasiocarpa",2000,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,32.32,175,0.719,"7/19/12"
"4530","GNP0719121437SF","Abies lasiocarpa",2001,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,32.47,176,0.632,"7/19/12"
"4531","GNP0719121437SF","Abies lasiocarpa",2002,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,32.59,177,0.6,"7/19/12"
"4532","GNP0719121437SF","Abies lasiocarpa",2003,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,32.71,178,0.774,"7/19/12"
"4533","GNP0719121437SF","Abies lasiocarpa",2004,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,32.87,179,0.748,"7/19/12"
"4534","GNP0719121437SF","Abies lasiocarpa",2005,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,33.02,180,0.948,"7/19/12"
"4535","GNP0719121437SF","Abies lasiocarpa",2006,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,33.21,181,0.823,"7/19/12"
"4536","GNP0719121437SF","Abies lasiocarpa",2007,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,33.37,182,0.99,"7/19/12"
"4537","GNP0719121437SF","Abies lasiocarpa",2008,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,33.57,183,0.804,"7/19/12"
"4538","GNP0719121437SF","Abies lasiocarpa",2009,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,33.73,184,1.276,"7/19/12"
"4539","GNP0719121437SF","Abies lasiocarpa",2010,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,33.99,185,0.607,"7/19/12"
"4540","GNP0719121437SF","Abies lasiocarpa",2011,"Glacier National Park ",-113.6224815,48.65597018,1755,110,60,34.11,186,0.46,"7/19/12"
"4561","GNP0720121022SF","Abies lasiocarpa",1992,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,34.21,112,0.679,"7/20/12"
"4562","GNP0720121022SF","Abies lasiocarpa",1993,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,34.34,113,0.724,"7/20/12"
"4563","GNP0720121022SF","Abies lasiocarpa",1994,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,34.49,114,1.118,"7/20/12"
"4564","GNP0720121022SF","Abies lasiocarpa",1995,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,34.71,115,1.011,"7/20/12"
"4565","GNP0720121022SF","Abies lasiocarpa",1996,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,34.92,116,1.05,"7/20/12"
"4566","GNP0720121022SF","Abies lasiocarpa",1997,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.13,117,0.438,"7/20/12"
"4567","GNP0720121022SF","Abies lasiocarpa",1998,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.21,118,0.541,"7/20/12"
"4568","GNP0720121022SF","Abies lasiocarpa",1999,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.32,119,0.388,"7/20/12"
"4569","GNP0720121022SF","Abies lasiocarpa",2000,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.4,120,0.416,"7/20/12"
"4570","GNP0720121022SF","Abies lasiocarpa",2001,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.48,121,0.359,"7/20/12"
"4571","GNP0720121022SF","Abies lasiocarpa",2002,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.55,122,0.56,"7/20/12"
"4572","GNP0720121022SF","Abies lasiocarpa",2003,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.67,123,0.369,"7/20/12"
"4573","GNP0720121022SF","Abies lasiocarpa",2004,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.74,124,0.409,"7/20/12"
"4574","GNP0720121022SF","Abies lasiocarpa",2005,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.82,125,0.637,"7/20/12"
"4575","GNP0720121022SF","Abies lasiocarpa",2006,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,35.95,126,0.282,"7/20/12"
"4576","GNP0720121022SF","Abies lasiocarpa",2007,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,36.01,127,0.536,"7/20/12"
"4577","GNP0720121022SF","Abies lasiocarpa",2008,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,36.11,128,0.569,"7/20/12"
"4578","GNP0720121022SF","Abies lasiocarpa",2009,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,36.23,129,0.486,"7/20/12"
"4579","GNP0720121022SF","Abies lasiocarpa",2010,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,36.32,130,0.242,"7/20/12"
"4580","GNP0720121022SF","Abies lasiocarpa",2011,"Glacier National Park ",-113.636923,48.66388184,1412,39,30,36.37,131,0.141,"7/20/12"
"4621","GNP0720121537SF","Abies lasiocarpa",1992,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,31.5,152,0.441,"7/20/12"
"4622","GNP0720121537SF","Abies lasiocarpa",1993,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,31.59,153,0.492,"7/20/12"
"4623","GNP0720121537SF","Abies lasiocarpa",1994,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,31.69,154,0.347,"7/20/12"
"4624","GNP0720121537SF","Abies lasiocarpa",1995,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,31.76,155,0.541,"7/20/12"
"4625","GNP0720121537SF","Abies lasiocarpa",1996,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,31.87,156,0.18,"7/20/12"
"4626","GNP0720121537SF","Abies lasiocarpa",1997,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,31.9,157,0.62,"7/20/12"
"4627","GNP0720121537SF","Abies lasiocarpa",1998,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.03,158,0.371,"7/20/12"
"4628","GNP0720121537SF","Abies lasiocarpa",1999,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.1,159,0.564,"7/20/12"
"4629","GNP0720121537SF","Abies lasiocarpa",2000,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.21,160,0.447,"7/20/12"
"4630","GNP0720121537SF","Abies lasiocarpa",2001,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.3,161,0.663,"7/20/12"
"4631","GNP0720121537SF","Abies lasiocarpa",2002,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.43,162,0.408,"7/20/12"
"4632","GNP0720121537SF","Abies lasiocarpa",2003,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.52,163,0.452,"7/20/12"
"4633","GNP0720121537SF","Abies lasiocarpa",2004,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.61,164,0.211,"7/20/12"
"4634","GNP0720121537SF","Abies lasiocarpa",2005,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.65,165,0.28,"7/20/12"
"4635","GNP0720121537SF","Abies lasiocarpa",2006,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.7,166,0.28,"7/20/12"
"4636","GNP0720121537SF","Abies lasiocarpa",2007,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.76,167,0.208,"7/20/12"
"4637","GNP0720121537SF","Abies lasiocarpa",2008,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.8,168,0.28,"7/20/12"
"4638","GNP0720121537SF","Abies lasiocarpa",2009,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.86,169,0.182,"7/20/12"
"4639","GNP0720121537SF","Abies lasiocarpa",2010,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.89,170,0.317,"7/20/12"
"4640","GNP0720121537SF","Abies lasiocarpa",2011,"Glacier National Park ",-113.6495015,48.66286423,1477,130,45,32.96,171,0.208,"7/20/12"
"4641","GNP0723120942SF","Abies lasiocarpa",1992,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,32.75,82,1.341,"7/23/12"
"4642","GNP0723120942SF","Abies lasiocarpa",1993,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,33.02,83,1.303,"7/23/12"
"4643","GNP0723120942SF","Abies lasiocarpa",1994,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,33.28,84,1.075,"7/23/12"
"4644","GNP0723120942SF","Abies lasiocarpa",1995,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,33.5,85,0.699,"7/23/12"
"4645","GNP0723120942SF","Abies lasiocarpa",1996,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,33.64,86,1.171,"7/23/12"
"4646","GNP0723120942SF","Abies lasiocarpa",1997,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,33.87,87,0.778,"7/23/12"
"4647","GNP0723120942SF","Abies lasiocarpa",1998,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,34.03,88,0.923,"7/23/12"
"4648","GNP0723120942SF","Abies lasiocarpa",1999,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,34.21,89,0.813,"7/23/12"
"4649","GNP0723120942SF","Abies lasiocarpa",2000,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,34.37,90,1.036,"7/23/12"
"4650","GNP0723120942SF","Abies lasiocarpa",2001,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,34.58,91,0.895,"7/23/12"
"4651","GNP0723120942SF","Abies lasiocarpa",2002,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,34.76,92,0.671,"7/23/12"
"4652","GNP0723120942SF","Abies lasiocarpa",2003,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,34.89,93,1.263,"7/23/12"
"4653","GNP0723120942SF","Abies lasiocarpa",2004,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,35.15,94,0.875,"7/23/12"
"4654","GNP0723120942SF","Abies lasiocarpa",2005,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,35.32,95,1.498,"7/23/12"
"4655","GNP0723120942SF","Abies lasiocarpa",2006,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,35.62,96,1.504,"7/23/12"
"4656","GNP0723120942SF","Abies lasiocarpa",2007,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,35.92,97,1.502,"7/23/12"
"4657","GNP0723120942SF","Abies lasiocarpa",2008,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,36.22,98,1.124,"7/23/12"
"4658","GNP0723120942SF","Abies lasiocarpa",2009,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,36.45,99,1.638,"7/23/12"
"4659","GNP0723120942SF","Abies lasiocarpa",2010,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,36.77,100,0.912,"7/23/12"
"4660","GNP0723120942SF","Abies lasiocarpa",2011,"Glacier National Park ",-113.4685156,48.57380175,1715,179,30,36.96,101,0.717,"7/23/12"
"4681","GNP0723121537SF","Abies lasiocarpa",1992,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,18.28,97,0.812,"7/23/12"
"4682","GNP0723121537SF","Abies lasiocarpa",1993,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,18.45,98,1.03,"7/23/12"
"4683","GNP0723121537SF","Abies lasiocarpa",1994,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,18.65,99,1.178,"7/23/12"
"4684","GNP0723121537SF","Abies lasiocarpa",1995,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,18.89,100,0.822,"7/23/12"
"4685","GNP0723121537SF","Abies lasiocarpa",1996,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,19.05,101,0.929,"7/23/12"
"4686","GNP0723121537SF","Abies lasiocarpa",1997,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,19.24,102,0.803,"7/23/12"
"4687","GNP0723121537SF","Abies lasiocarpa",1998,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,19.4,103,1.084,"7/23/12"
"4688","GNP0723121537SF","Abies lasiocarpa",1999,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,19.62,104,1.063,"7/23/12"
"4689","GNP0723121537SF","Abies lasiocarpa",2000,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,19.83,105,1.362,"7/23/12"
"4690","GNP0723121537SF","Abies lasiocarpa",2001,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,20.1,106,1.009,"7/23/12"
"4691","GNP0723121537SF","Abies lasiocarpa",2002,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,20.3,107,0.834,"7/23/12"
"4692","GNP0723121537SF","Abies lasiocarpa",2003,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,20.47,108,1.341,"7/23/12"
"4693","GNP0723121537SF","Abies lasiocarpa",2004,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,20.74,109,0.966,"7/23/12"
"4694","GNP0723121537SF","Abies lasiocarpa",2005,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,20.93,110,1.041,"7/23/12"
"4695","GNP0723121537SF","Abies lasiocarpa",2006,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,21.14,111,1.241,"7/23/12"
"4696","GNP0723121537SF","Abies lasiocarpa",2007,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,21.39,112,1.117,"7/23/12"
"4697","GNP0723121537SF","Abies lasiocarpa",2008,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,21.61,113,0.903,"7/23/12"
"4698","GNP0723121537SF","Abies lasiocarpa",2009,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,21.79,114,0.874,"7/23/12"
"4699","GNP0723121537SF","Abies lasiocarpa",2010,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,21.97,115,0.761,"7/23/12"
"4700","GNP0723121537SF","Abies lasiocarpa",2011,"Glacier National Park ",-113.5245089,48.58137742,2008,42,32,22.12,116,0.908,"7/23/12"
"4701","GNP0724120935SF","Abies lasiocarpa",1992,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,16.32,42,3.093,"7/24/12"
"4702","GNP0724120935SF","Abies lasiocarpa",1993,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,16.94,43,2.551,"7/24/12"
"4703","GNP0724120935SF","Abies lasiocarpa",1994,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,17.45,44,2.982,"7/24/12"
"4704","GNP0724120935SF","Abies lasiocarpa",1995,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,18.04,45,2.199,"7/24/12"
"4705","GNP0724120935SF","Abies lasiocarpa",1996,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,18.48,46,2.706,"7/24/12"
"4706","GNP0724120935SF","Abies lasiocarpa",1997,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,19.02,47,2.478,"7/24/12"
"4707","GNP0724120935SF","Abies lasiocarpa",1998,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,19.52,48,3.445,"7/24/12"
"4708","GNP0724120935SF","Abies lasiocarpa",1999,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,20.21,49,2.171,"7/24/12"
"4709","GNP0724120935SF","Abies lasiocarpa",2000,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,20.64,50,2.529,"7/24/12"
"4710","GNP0724120935SF","Abies lasiocarpa",2001,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,21.15,51,2.065,"7/24/12"
"4711","GNP0724120935SF","Abies lasiocarpa",2002,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,21.56,52,1.399,"7/24/12"
"4712","GNP0724120935SF","Abies lasiocarpa",2003,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,21.84,53,2.125,"7/24/12"
"4713","GNP0724120935SF","Abies lasiocarpa",2004,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,22.27,54,1.604,"7/24/12"
"4714","GNP0724120935SF","Abies lasiocarpa",2005,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,22.59,55,1.532,"7/24/12"
"4715","GNP0724120935SF","Abies lasiocarpa",2006,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,22.89,56,1.75,"7/24/12"
"4716","GNP0724120935SF","Abies lasiocarpa",2007,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,23.24,57,1.995,"7/24/12"
"4717","GNP0724120935SF","Abies lasiocarpa",2008,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,23.64,58,1.89,"7/24/12"
"4718","GNP0724120935SF","Abies lasiocarpa",2009,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,24.02,59,2.478,"7/24/12"
"4719","GNP0724120935SF","Abies lasiocarpa",2010,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,24.52,60,1.765,"7/24/12"
"4720","GNP0724120935SF","Abies lasiocarpa",2011,"Glacier National Park ",-113.4663146,48.57705198,1890,177,28,24.87,61,1.155,"7/24/12"
"4721","GNP0724121223SF","Abies lasiocarpa",1992,"Glacier National Park ",-113.4667862,48.57894031,1995,180,55,23.03,93,0.834,"7/24/12"
