"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Tree Core Type","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Significant Tree Damage"
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,NW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,SE,Secondary Species,Balsam Poplar,Populus balsamifera,Species,99003480,None,
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,SW,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,1403,2008,10-Jul-08,FNO/MPA,SW,Secondary Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,FC,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,NE,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,NW,Leading Species,White Spruce,Picea glauca,Species,99004836,None,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,None,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,SE,Secondary Species,White Spruce,Picea glauca,Species,99004836,FC,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,SW,Leading Species,White Spruce,Picea glauca,Species,99004836,S,
Rotation 1,1404,2008,11-Jul-08,FNO/MPA,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1434,2008,17-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1435,2008,18-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1436,2008,19-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1456,2008,01-Jun-08,MLA,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1457,2008,08-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1477,2008,09-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1557,2008,21-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1558,2008,22-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1573,2008,23-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1575,2008,24-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1618,2008,03-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1619,2008,04-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1635,2008,05-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1636,2008,06-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,1Ha,Largest Tree,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,NE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,NE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,NW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,NW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,SE,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,SE,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,SW,Leading Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1637,2008,07-Jul-08,NBO,SW,Secondary Species,VNA,VNA,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-447-1,2008,14-Jul-08,CDI/DH,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,1Ha,Largest Tree,Balsam Poplar,Populus balsamifera,Species,99003480,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,NW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,SW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,VNA,
Rotation 1,OG-DH-448-1,2008,13-Jul-08,CDI/DH,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,BT,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,NE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,FC,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,NW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,O,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-511-1,2008,09-Jul-08,DH,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,1Ha,Largest Tree,Black Spruce,Picea mariana,Species,99004837,FC,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,VNA,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,FC,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-542-2,2008,08-Jul-08,CDI/DH,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,1Ha,Largest Tree,Trembling Aspen,Populus tremuloides,Species,99003483,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,SW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-572-1,2008,10-Jul-08,CDI/DH,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,VNA,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,O,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,O,
Rotation 1,OG-DH-574-1,2008,10-Jul-08,CDI/DH,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,VNA,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,VNA,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,NE,Secondary Species,Balsam Poplar,Populus balsamifera,Species,99003480,VNA,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,NW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,VNA,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,SE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,DT,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,SW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,DT,
Rotation 1,OG-DH-616-1,2008,23-Jul-08,CDI/DH,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,1Ha,Largest Tree,White Spruce,Picea glauca,Species,99004836,VNA,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,FC,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,VNA,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,SE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,SE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,VNA,
Rotation 1,OG-DH-616-2,2008,22-Jul-08,CDI/DH,SW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-687-1,2008,21-Jul-08,DH,1Ha,Largest Tree,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-687-1,2008,21-Jul-08,DH,NE,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-687-1,2008,21-Jul-08,DH,NE,Secondary Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-687-1,2008,21-Jul-08,DH,NW,Leading Species,NONE,NONE,VNA,VNA,VNA,
Rotation 1,OG-DH-687-1,2008,21-Jul-08,DH,NW,Secondary Species,NONE,NONE,VNA,VNA,VNA,
